id,type,url,Fecha,Dia_Semana,street,city,postalCode,raoSocial,latitude,longitude,minutsLatitude,minutsLongitude,RENTADOR,CANVI,SUPER,LAVABO,PARKING,VENDING,GASOIL A,GASOLINA S/P 95,GASOLINA S/P 98,ADBLUE
G046,BENZINERA,https://www.bonarea.com/benzinera/G046,24-03-21,Wednesday,Autovia A-2 KM. 311,ZARAGOZA,50010,E.S. bon¿rea Zaragoza G046,41.63273,-0.983963,41∞ 37' 57'',-0∞ 59' 02'',1,1,,,,,1.047,1.188,,0.35
G047,BENZINERA,https://www.bonarea.com/benzinera/G047,24-03-21,Wednesday,"Poligon Ind. La Pedrosa, pacel. 5",MASQUEFA,8783,E.S. bonArea Masquefa G047,41.499528,1.822028,41∞ 29' 58'',1∞ 49' 19'',1,1,,,,,1.035,1.176,,0.35
G048,BENZINERA,https://www.bonarea.com/benzinera/G048,24-03-21,Wednesday,Carretera del Mig 146,"HOSPITALET DE LLOBREGAT, L'",8907,E.S. bon¿rea L'Hospitalet de Llobregat G048,41.353884,2.103526,41∞ 21' 13'',2∞ 06' 12'',1,1,,,,,1.033,1.174,,0.35
G049,BENZINERA,https://www.bonarea.com/benzinera/G049,24-03-21,Wednesday,"Carrer Estiu, 18-20",BADALONA,8918,E.S. bon¿rea Badalona G049,41.430277,2.2273888,41∞ 25' 48'',2∞ 13' 38'',1,1,,1,,,1.034,1.174,,0.35
G051,BENZINERA,https://www.bonarea.com/benzinera/G051,24-03-21,Wednesday,CL. DINAMARCA S/N,UTEBO,50180,E.S. bon¿rea Utebo G051,41.710885,-1.019607,41∞ 42' 39'',-1∞ 01' 10'',1,1,,1,,,1.047,1.188,,0.35
G052,BENZINERA,https://www.bonarea.com/benzinera/G052,24-03-21,Wednesday,"CL. SALLENT, 50",MANRESA,8240,E.S. bon¿rea Manresa G052,41.737297,1.841842,41∞ 44' 14'',1∞ 50' 30'',1,1,,1,1,,1.036,1.177,,0.35
G053,BENZINERA,https://www.bonarea.com/benzinera/G053,24-03-21,Wednesday,"CARRETERA BV-2005 KM4,7",TORRELLES DE LLOBREGAT,8629,E.S. bon¿rea Torrelles G053,41.365572,1.98513,41∞ 21' 56'',1∞ 59' 06'',1,1,,,,,1.034,1.175,,0.35
G054,BENZINERA,https://www.bonarea.com/benzinera/G054,24-03-21,Wednesday,"Avda. Barcelona, 26",TARREGA,25300,E.S. bonArea T‡rrega G054,41.6524972,1.149708333,41∞ 39' 08'',1∞ 08' 58'',1,1,,,,,1.038,1.179,,0.35
G055,BENZINERA,https://www.bonarea.com/benzinera/G055,24-03-21,Wednesday,"C/. BALLOBAR, 11",HUESCA,22004,E.S. bonArea Huesca G055,42.1282028,-0.416780555,42∞ 07' 41'',-0∞ 25' 00'',1,1,,1,,,1.046,1.186,,0.35
G056,BENZINERA,https://www.bonarea.com/benzinera/G056,24-03-21,Wednesday,Carrer de Can Gurri s/n,Parets del Valles,8150,E.S. bon¿rea Parets del Valles G056,41.56768,2.2439,41∞ 34' 03'',2∞ 14' 38'',1,1,,,,,1.035,1.176,,0.035
G058,BENZINERA,https://www.bonarea.com/benzinera/G058,24-03-21,Wednesday,"CR. N-340 KM. 1215,500",SANT CUGAT SESGARRIGUES,8798,E.S. bon¿rea S. Cugat Sesgarrigues G058,41.3557778,1.7426523,41∞ 21' 20'',1∞ 44' 33'',1,1,1,1,1,,1.035,1.176,,0.35
G059,BENZINERA,https://www.bonarea.com/benzinera/G059,24-03-21,Wednesday,"POLIG. IND. FRANCOLI, 4",TARRAGONA,43006,E.S. bonArea Tarragona G059,41.1140806,1.225230556,41∞ 06' 50'',1∞ 13' 30'',1,1,,1,,,1.037,1.178,,0.35
G060,BENZINERA,https://www.bonarea.com/benzinera/G060,24-03-21,Wednesday,"Avda. Goles de l'Ebre, 7",DELTEBRE,43006,E.S. bon¿rea Deltebre G060,40.7235083,0.724997222,40∞ 43' 24'',0∞ 43' 29'',1,1,,,,,1.041,1.182,,0.35
G061,BENZINERA,https://www.bonarea.com/benzinera/G061,24-03-21,Wednesday,POL.IND.VALLS CRTA.DEL PLA 180,VALLS,43800,E.S. bon¿rea Valls G061,41.3043059,1.262657982,41∞ 18' 15'',1∞ 15' 45'',1,1,1,1,,,1.037,1.178,,0.35
G062,BENZINERA,https://www.bonarea.com/benzinera/G062,24-03-21,Wednesday,"CR N-340, VALENCIA-BARCELONA, KM. 60,70",VILA-REAL,12540,E.S. bonArea Vila-real G062,39.949861,-0.085083,39∞ 56' 59'',-0∞ 05' 06'',1,1,,1,,,1.046,1.186,,0.35
G066,BENZINERA,https://www.bonarea.com/benzinera/G066,24-03-21,Wednesday,"CAMI DEL CORRAL DE DIAGO, 4",ONDA,12200,E.S. bon¿rea Onda G066,39.95504761,-0.202266902,39∞ 57' 18'',-0∞ 12' 08'',1,1,,,,,1.046,1.187,,0.35
G067,BENZINERA,https://www.bonarea.com/benzinera/G067,24-03-21,Wednesday,Carrer Fusteries 4-6,Cambrils,43850,E.S. bÚnArea Cambrils G067,41.078481,1.039547,41∞ 04' 42'',1∞ 02' 22'',1,1,,,,,1.038,1.179,,0.35
G071,BENZINERA,https://www.bonarea.com/benzinera/G071,24-03-21,Wednesday,"Cr. Zaragoza, PG 29, Parce 183 (LAS ERAS)",VILLANUEVA DE GALLEGO,50830,E.S. bon¿rea Villanueva de Gallego G071,41.7774306,-0.828447222,41∞ 46' 38'',-0∞ 49' 42'',1,1,,1,,,1.047,1.188,,0.035
N,BENZINERA,https://www.bonarea.com/benzinera/N,24-03-21,Wednesday,Ptda.Leseres Polig.4,ANGLESOLA,25320,E.S. bon¿rea Anglesola,41.657152,1.0792,41∞ 39' 25'',1∞ 04' 45'',,,,,,,1.038,,,
A,BENZINERA,https://www.bonarea.com/benzinera/A,25-03-21,Thursday,"CR L-313 KM 14,5",GUISSONA,25210,E.S. bon¿rea Guissona A,41.78194,1.27805,41∞ 46' 54'',1∞ 16' 40'',1,1,1,1,1,1,1.038,1.179,1.217,
G002,BENZINERA,https://www.bonarea.com/benzinera/G002,25-03-21,Thursday,POL. IND. EL SEGRE PARCELA 201,LLEIDA,25191,E.S. bon¿rea Lleida fabrica G002,41.615747,0.648654,41∞ 36' 56'',0∞ 38' 55'',,,,,,,1.04,,,0.35
G004,BENZINERA,https://www.bonarea.com/benzinera/G004,25-03-21,Thursday,Crta. de Vic s/n,MOIA,8180,E.S. bon¿rea Moi‡ G004,41.8082127,2.0979496,41∞ 48' 29'',2∞ 05' 52'',,,,,,,1.037,1.178,,0.35
G005,BENZINERA,https://www.bonarea.com/benzinera/G005,25-03-21,Thursday,"CTRA. DE MONTBLANC C-240,KM 69",VERDU,25340,E.S. bon¿rea Verd˙ G005,41.61,1.13,41∞ 36' 36'',1∞ 07' 48'',1,,,,,,1.038,1.179,,
G006,BENZINERA,https://www.bonarea.com/benzinera/G006,25-03-21,Thursday,Crta de Pallargues s/n,LES PALLARGUES,25212,E.S. bon¿rea Pallargues G006,41.759728,1.197853,41∞ 45' 35'',1∞ 11' 52'',,,,,,,1.038,,,0.35
G010,BENZINERA,https://www.bonarea.com/benzinera/G010,25-03-21,Thursday,"A VERGE DEL CLAUSTRE,32",GUISSONA,25210,E.S. bon¿rea Closa G010,41.78818,1.28653,41∞ 47' 17'',1∞ 17' 11'',,,,,,,1.038,,,0.35
G011,BENZINERA,https://www.bonarea.com/benzinera/G011,25-03-21,Thursday,Crta.de Satago s/n,BUJARALOZ,50177,E.S. bon¿rea Bujaraloz G011,41.47596,-0.15314,41∞ 28' 33'',-0∞ 09' 11'',1,1,,,,,1.044,1.185,,0.35
G013,BENZINERA,https://www.bonarea.com/benzinera/G013,25-03-21,Thursday,Cl/PONENT  S/N,PONTS,25740,E.S. bon¿rea Ponts G013,41.90676,1.19335,41∞ 54' 24'',1∞ 11' 36'',1,,,,,1,1.039,1.179,,0.035
G014,BENZINERA,https://www.bonarea.com/benzinera/G014,25-03-21,Thursday,Pl.ind. El Segre parc 202,LLEIDA,25191,E.S. bon¿rea Lleida G014,41.615767,0.649495,41∞ 36' 56'',0∞ 38' 58'',1,1,,,,1,1.04,1.181,,
G015,BENZINERA,https://www.bonarea.com/benzinera/G015,25-03-21,Thursday,Pol.Ind.Navesma / Avda.Generalitat 10,AGRAMUNT,25310,E.S. bon¿rea Agramunt G015,41.782403,1.104783,41∞ 46' 56'',1∞ 06' 17'',1,1,,,,1,1.038,1.179,,0.35
G016,BENZINERA,https://www.bonarea.com/benzinera/G016,25-03-21,Thursday,Pol.Ind.Les Garriges Parcela 24,CALAF,8280,E.S. bon¿rea Calaf G016,41.73321,1.52683,41∞ 43' 59'',1∞ 31' 36'',1,1,,,,1,1.037,1.178,,0.35
G017,BENZINERA,https://www.bonarea.com/benzinera/G017,25-03-21,Thursday,"Ctra N240 Km,71","BORGES BLANQUES, LES",25400,E.S. bon¿rea Borges G017,41.53298,0.84249,41∞ 31' 58'',0∞ 50' 32'',,1,,,,,1.04,1.181,,0.35
G018,BENZINERA,https://www.bonarea.com/benzinera/G018,25-03-21,Thursday,Pol.Ind.Pont Cremat Parcela 2,ARBUCIES,17401,E.S. bon¿rea Arb˙cies G018,41.81048,2.531533,41∞ 48' 37'',2∞ 31' 53'',1,,,,,1,1.038,1.179,,
G019,BENZINERA,https://www.bonarea.com/benzinera/G019,25-03-21,Thursday,Carretera LV-3003,TORA,25750,E.S. bon¿rea Tor‡ G019,41.807665,1.403707,41∞ 48' 27'',1∞ 24' 13'',1,1,,,,1,1.038,1.178,,0.35
G020,BENZINERA,https://www.bonarea.com/benzinera/G020,25-03-21,Thursday,"Ctra C14 KM 82,6",PALAU DE NOGUERA,25633,E.S. bon¿rea Palau de Noguera G020,42.147299,0.89343,42∞ 08' 50'',0∞ 53' 36'',1,1,,,,1,1.042,1.182,,
G021,BENZINERA,https://www.bonarea.com/benzinera/G021,25-03-21,Thursday,"Av Urgell, S/N",CERVERA,25200,E.S. bon¿rea Cervera G021,41.67326,1.263621,41∞ 40' 23'',1∞ 15' 49'',1,1,,,,1,1.038,1.178,,0.35
G022,BENZINERA,https://www.bonarea.com/benzinera/G022,25-03-21,Thursday,"POLIGON INDUSTRIAL CAMPLLONG, C/ MISTRAL, 19",BALAGUER,25600,E.S. bon¿rea Balaguer G022,41.775252,0.818789,41∞ 46' 30'',0∞ 49' 07'',1,1,,,,,1.039,1.18,,0.35
G024,BENZINERA,https://www.bonarea.com/benzinera/G024,25-03-21,Thursday,"Crta L800 Km 1,85",ALCARRAS,25180,E.S. bon¿rea Alcarr‡s G024,41.57762,0.51669,41∞ 34' 39'',0∞ 31' 00'',1,1,,1,,,1.041,1.182,,
G025,BENZINERA,https://www.bonarea.com/benzinera/G025,25-03-21,Thursday,"Pg Industrial les Eres, Parcela 7","ESPLUGA DE FRANCOLI, L'",43440,E.S. bon¿rea Espluga de FrancolÌ G025,41.40298,1.10438,41∞ 24' 10'',1∞ 06' 15'',1,1,,1,,,1.038,1.179,,
G026,BENZINERA,https://www.bonarea.com/benzinera/G026,25-03-21,Thursday,"C/MATARO,CANTONADA SOT DELS PRADALS",VIC,8500,E.S. bon¿rea Vic G026,41.93972,2.24909,41∞ 56' 22'',2∞ 14' 56'',1,,,1,,,1.038,1.179,,0.35
G027,BENZINERA,https://www.bonarea.com/benzinera/G027,25-03-21,Thursday,Pol.Ind ELS SALACONS P A1/A4,SORT,25560,E.S. bon¿rea Sort G027,42.409381,1.130549,42∞ 24' 33'',1∞ 07' 49'',1,1,,,,1,1.043,1.184,,
G028,BENZINERA,https://www.bonarea.com/benzinera/G028,25-03-21,Thursday,CRTA C-12 CRUILLA C-233,FLIX,43750,E.S. bon¿rea Flix G028,41.23952,0.55105,41∞ 14' 22'',0∞ 33' 03'',1,1,,1,,,1.042,1.183,,0.35
G029,BENZINERA,https://www.bonarea.com/benzinera/G029,25-03-21,Thursday,"Pol.Id. Plans de Jort,c/Lleida,parcela 4",MONTBLANC,43400,E.S. bon¿rea Montblanc G029,41.386742,1.156869,41∞ 23' 12'',1∞ 09' 24'',1,,,1,,,1.038,1.179,,
G030,BENZINERA,https://www.bonarea.com/benzinera/G030,25-03-21,Thursday,"PG Ind. Els Colomers, C/ Lleida, 35",GOLMES,25241,E.S. bon¿rea GolmÈs G030,41.63032,0.91403,41∞ 37' 49'',0∞ 54' 50'',1,1,,,,,1.039,1.18,,
G031,BENZINERA,https://www.bonarea.com/benzinera/G031,25-03-21,Thursday,"Pg.Ind.Camins Nou,Parc.1",MORA D'EBRE,43740,E.S. bon¿rea MÛra d'Ebre G031,41.084624,0.626256,41∞ 05' 04'',0∞ 37' 34'',1,1,,1,,,1.041,1.182,,0.35
G032,BENZINERA,https://www.bonarea.com/benzinera/G032,25-03-21,Thursday,Ctra N-240 Km 133,BINEFAR,22500,E.S. bon¿rea BinÈfar G032,41.85528,0.28294,41∞ 51' 19'',0∞ 16' 58'',1,1,,1,,,1.043,1.184,,0.35
G033,BENZINERA,https://www.bonarea.com/benzinera/G033,25-03-21,Thursday,"Pol. Ind. de Torrefarrera,C/Marinada S/N",TORREFARRERA,25123,E.S. bon¿rea Torrefarrera G033,41.664056,0.604624,41∞ 39' 50'',0∞ 36' 16'',1,1,1,1,1,,1.04,1.181,1.219,0.35
G034,BENZINERA,https://www.bonarea.com/benzinera/G034,25-03-21,Thursday,"POLIGONO INDUSTRIAL SUB 7 BIS,PARCELA 2",FRAGA,22520,E.S. bon¿rea Fraga G034,41.525054,0.367624,41∞ 31' 30'',0∞ 22' 03'',1,1,,,,,1.041,1.182,,0.35
G035,BENZINERA,https://www.bonarea.com/benzinera/G035,25-03-21,Thursday,"C/EUGENIO DE USANDIZAGA,38",MONZON,22400,E.S. bon¿rea MonzÛn G035,41.918749,0.186993,41∞ 55' 07'',0∞ 11' 13'',1,1,,,,,1.043,1.184,,0.35
G036,BENZINERA,https://www.bonarea.com/benzinera/G036,25-03-21,Thursday,"CRTA D'ARTESA A TREMP,KM 51",VILAMITJANA,25620,E.S. bon¿rea Vilamitjana G036,42.141187,0.929836,42∞ 08' 28'',0∞ 55' 47'',1,1,,,,,1.042,1.182,,0.35
G037,BENZINERA,https://www.bonarea.com/benzinera/G037,25-03-21,Thursday,POL.IND. CAN TRIAS,VILADECAVALLS,8232,E.S. bon¿rea Viladecavalls G037,41.562567,1.979034,41∞ 33' 45'',1∞ 58' 44'',1,1,,,,,1.035,1.176,,0.35
G038,BENZINERA,https://www.bonarea.com/benzinera/G038,25-03-21,Thursday,P. I. les Gavarreres Avda. Madrid 38-44,ODENA,8711,E.S. bon¿rea Odena G038,41.577437,1.656985,41∞ 34' 38'',1∞ 39' 25'',1,1,,1,1,,1.036,1.176,,0.35
G039,BENZINERA,https://www.bonarea.com/benzinera/G039,25-03-21,Thursday,AVDA. DE LA RAPITA 226,AMPOSTA,43870,E.S. bon¿rea Amposta G039,40.698883,0.579255,40∞ 41' 55'',0∞ 34' 45'',1,1,,1,,,1.041,1.182,,0.35
G041,BENZINERA,https://www.bonarea.com/benzinera/G041,25-03-21,Thursday,CL SOTA EL BARRI DE LA CREU SANT PERE,JORBA,8719,E.S. bon¿rea Jorba G041,41.602843,1.539901,41∞ 36' 10'',1∞ 32' 23'',1,1,1,1,1,,1.036,1.177,1.215,0.35
G042,BENZINERA,https://www.bonarea.com/benzinera/G042,25-03-21,Thursday,"AV.BERTRAN GUEL,17",GAVA,8850,E.S. bon¿rea Gav‡ G042,41.299974,2.008942,41∞ 17' 59'',2∞ 00' 32'',1,1,,,,1,1.034,1.175,1.213,0.35
G043,BENZINERA,https://www.bonarea.com/benzinera/G043,25-03-21,Thursday,"Ptda. Santa Ll˙cia, Parcela 1",SOLSONA,25280,E.S. bon¿rea Solsona G043,41.985462,1.550053,41∞ 59' 07'',1∞ 33' 00'',1,1,,1,1,,1.039,1.18,,0.35
G044,BENZINERA,https://www.bonarea.com/benzinera/G044,25-03-21,Thursday,"Polig. Ind Les Tapies II, pacel. 6A","HOSPITALET DE L'INFANT, L'",43890,E.S. bon¿rea Hospitalet de l'Infant G044,41.007028,0.911,41∞ 00' 25'',0∞ 54' 39'',1,1,,,,,1.039,1.18,,0.35
G045,BENZINERA,https://www.bonarea.com/benzinera/G045,25-03-21,Thursday,"CTRA DE RIUDOMS,KM 2,2",REUS,43206,E.S. bon¿rea Reus G045,41.145601,1.085197,41∞ 08' 44'',1∞ 05' 06'',1,1,1,,1,,1.038,1.179,,0.35
G046,BENZINERA,https://www.bonarea.com/benzinera/G046,25-03-21,Thursday,Autovia A-2 KM. 311,ZARAGOZA,50010,E.S. bon¿rea Zaragoza G046,41.63273,-0.983963,41∞ 37' 57'',-0∞ 59' 02'',1,1,,,,,1.047,1.188,,0.35
G047,BENZINERA,https://www.bonarea.com/benzinera/G047,25-03-21,Thursday,"Poligon Ind. La Pedrosa, pacel. 5",MASQUEFA,8783,E.S. bonArea Masquefa G047,41.499528,1.822028,41∞ 29' 58'',1∞ 49' 19'',1,1,,,,,1.035,1.176,,0.35
G048,BENZINERA,https://www.bonarea.com/benzinera/G048,25-03-21,Thursday,Carretera del Mig 146,"HOSPITALET DE LLOBREGAT, L'",8907,E.S. bon¿rea L'Hospitalet de Llobregat G048,41.353884,2.103526,41∞ 21' 13'',2∞ 06' 12'',1,1,,,,,1.033,1.174,,0.35
G049,BENZINERA,https://www.bonarea.com/benzinera/G049,25-03-21,Thursday,"Carrer Estiu, 18-20",BADALONA,8918,E.S. bon¿rea Badalona G049,41.430277,2.2273888,41∞ 25' 48'',2∞ 13' 38'',1,1,,1,,,1.034,1.174,,0.35
G051,BENZINERA,https://www.bonarea.com/benzinera/G051,25-03-21,Thursday,CL. DINAMARCA S/N,UTEBO,50180,E.S. bon¿rea Utebo G051,41.710885,-1.019607,41∞ 42' 39'',-1∞ 01' 10'',1,1,,1,,,1.047,1.188,,0.35
G052,BENZINERA,https://www.bonarea.com/benzinera/G052,25-03-21,Thursday,"CL. SALLENT, 50",MANRESA,8240,E.S. bon¿rea Manresa G052,41.737297,1.841842,41∞ 44' 14'',1∞ 50' 30'',1,1,,1,1,,1.036,1.177,,0.35
G053,BENZINERA,https://www.bonarea.com/benzinera/G053,25-03-21,Thursday,"CARRETERA BV-2005 KM4,7",TORRELLES DE LLOBREGAT,8629,E.S. bon¿rea Torrelles G053,41.365572,1.98513,41∞ 21' 56'',1∞ 59' 06'',1,1,,,,,1.034,1.175,,0.35
G054,BENZINERA,https://www.bonarea.com/benzinera/G054,25-03-21,Thursday,"Avda. Barcelona, 26",TARREGA,25300,E.S. bonArea T‡rrega G054,41.6524972,1.149708333,41∞ 39' 08'',1∞ 08' 58'',1,1,,,,,1.038,1.179,,0.35
G055,BENZINERA,https://www.bonarea.com/benzinera/G055,25-03-21,Thursday,"C/. BALLOBAR, 11",HUESCA,22004,E.S. bonArea Huesca G055,42.1282028,-0.416780555,42∞ 07' 41'',-0∞ 25' 00'',1,1,,1,,,1.046,1.186,,0.35
G056,BENZINERA,https://www.bonarea.com/benzinera/G056,25-03-21,Thursday,Carrer de Can Gurri s/n,Parets del Valles,8150,E.S. bon¿rea Parets del Valles G056,41.56768,2.2439,41∞ 34' 03'',2∞ 14' 38'',1,1,,,,,1.035,1.176,,0.035
G058,BENZINERA,https://www.bonarea.com/benzinera/G058,25-03-21,Thursday,"CR. N-340 KM. 1215,500",SANT CUGAT SESGARRIGUES,8798,E.S. bon¿rea S. Cugat Sesgarrigues G058,41.3557778,1.7426523,41∞ 21' 20'',1∞ 44' 33'',1,1,1,1,1,,1.035,1.176,,0.35
G059,BENZINERA,https://www.bonarea.com/benzinera/G059,25-03-21,Thursday,"POLIG. IND. FRANCOLI, 4",TARRAGONA,43006,E.S. bonArea Tarragona G059,41.1140806,1.225230556,41∞ 06' 50'',1∞ 13' 30'',1,1,,1,,,1.037,1.178,,0.35
G060,BENZINERA,https://www.bonarea.com/benzinera/G060,25-03-21,Thursday,"Avda. Goles de l'Ebre, 7",DELTEBRE,43006,E.S. bon¿rea Deltebre G060,40.7235083,0.724997222,40∞ 43' 24'',0∞ 43' 29'',1,1,,,,,1.041,1.182,,0.35
G061,BENZINERA,https://www.bonarea.com/benzinera/G061,25-03-21,Thursday,POL.IND.VALLS CRTA.DEL PLA 180,VALLS,43800,E.S. bon¿rea Valls G061,41.3043059,1.262657982,41∞ 18' 15'',1∞ 15' 45'',1,1,1,1,,,1.037,1.178,,0.35
G062,BENZINERA,https://www.bonarea.com/benzinera/G062,25-03-21,Thursday,"CR N-340, VALENCIA-BARCELONA, KM. 60,70",VILA-REAL,12540,E.S. bonArea Vila-real G062,39.949861,-0.085083,39∞ 56' 59'',-0∞ 05' 06'',1,1,,1,,,1.046,1.186,,0.35
G066,BENZINERA,https://www.bonarea.com/benzinera/G066,25-03-21,Thursday,"CAMI DEL CORRAL DE DIAGO, 4",ONDA,12200,E.S. bon¿rea Onda G066,39.95504761,-0.202266902,39∞ 57' 18'',-0∞ 12' 08'',1,1,,,,,1.046,1.187,,0.35
G067,BENZINERA,https://www.bonarea.com/benzinera/G067,25-03-21,Thursday,Carrer Fusteries 4-6,Cambrils,43850,E.S. bÚnArea Cambrils G067,41.078481,1.039547,41∞ 04' 42'',1∞ 02' 22'',1,1,,,,,1.038,1.179,,0.35
G071,BENZINERA,https://www.bonarea.com/benzinera/G071,25-03-21,Thursday,"Cr. Zaragoza, PG 29, Parce 183 (LAS ERAS)",VILLANUEVA DE GALLEGO,50830,E.S. bon¿rea Villanueva de Gallego G071,41.7774306,-0.828447222,41∞ 46' 38'',-0∞ 49' 42'',1,1,,1,,,1.047,1.188,,0.035
N,BENZINERA,https://www.bonarea.com/benzinera/N,25-03-21,Thursday,Ptda.Leseres Polig.4,ANGLESOLA,25320,E.S. bon¿rea Anglesola,41.657152,1.0792,41∞ 39' 25'',1∞ 04' 45'',,,,,,,1.038,,,
